Image_Index,Total_Images,Image_Path,Width,Height,Object_Count,Time_ms
53,83,/app/Datasets/Grapes/test/images/662.jpg,640,640,3,31.0
54,83,/app/Datasets/Grapes/test/images/667.jpg,640,640,4,31.3
55,83,/app/Datasets/Grapes/test/images/682.jpg,640,640,2,31.0
56,83,/app/Datasets/Grapes/test/images/688.jpg,640,640,4,32.9
57,83,/app/Datasets/Grapes/test/images/694.jpg,640,640,5,31.5
58,83,/app/Datasets/Grapes/test/images/740.jpg,640,640,2,31.4
59,83,/app/Datasets/Grapes/test/images/76.jpg,640,640,6,31.1
60,83,/app/Datasets/Grapes/test/images/788.jpg,640,640,5,30.6
61,83,/app/Datasets/Grapes/test/images/792.jpg,640,640,2,30.3
62,83,/app/Datasets/Grapes/test/images/794.jpg,640,640,1,31.1
63,83,/app/Datasets/Grapes/test/images/795.jpg,640,640,12,32.2
64,83,/app/Datasets/Grapes/test/images/81.jpg,640,640,2,33.2
65,83,/app/Datasets/Grapes/test/images/820.jpg,640,640,2,32.5
66,83,/app/Datasets/Grapes/test/images/823.jpg,640,640,1,31.3
67,83,/app/Datasets/Grapes/test/images/835.jpg,640,640,3,30.3
68,83,/app/Datasets/Grapes/test/images/84.jpg,640,640,3,31.1
69,83,/app/Datasets/Grapes/test/images/846.jpg,640,640,1,30.7
70,83,/app/Datasets/Grapes/test/images/859.jpg,640,640,3,31.1
71,83,/app/Datasets/Grapes/test/images/865.jpg,640,640,2,30.5
72,83,/app/Datasets/Grapes/test/images/870.jpg,640,640,7,31.1
73,83,/app/Datasets/Grapes/test/images/874.jpg,640,640,3,31.0
74,83,/app/Datasets/Grapes/test/images/881.jpg,640,640,1,30.8
75,83,/app/Datasets/Grapes/test/images/887.jpg,640,640,4,30.9
76,83,/app/Datasets/Grapes/test/images/894.jpg,640,640,1,31.8
77,83,/app/Datasets/Grapes/test/images/907.jpg,640,640,2,30.5
78,83,/app/Datasets/Grapes/test/images/914.jpg,640,640,7,31.7
79,83,/app/Datasets/Grapes/test/images/925.jpg,640,640,2,30.3
80,83,/app/Datasets/Grapes/test/images/956.jpg,640,640,3,30.1
81,83,/app/Datasets/Grapes/test/images/96.jpg,640,640,3,30.3
82,83,/app/Datasets/Grapes/test/images/965.jpg,640,640,1,31.8
83,83,/app/Datasets/Grapes/test/images/974.jpg,640,640,2,31.1
